"","ariv_int","idh_20","gini","gdp_cap","alphab","dens_pop","pop_urb","age_median","esp_vie","p65ans","prev_cvlds","prev_ch.resp","prev_diab","prev_malaria","prev_nutdef","pref_respdtub","prev_alco","med_1000","health_exp","lack_hygien","immuniz_dtp1","immuniz_bcg","pm25","hous_fossf","epi","lat_abs","pr_cum","ws2m_avg","rh2m_avg","tdew_avg","tmax_avg","tmin_avg","tmoy_avg","insol_avg","conf_pm","deaths_pm"
"prev_cvlds",0.514999047074519,-0.0562279617534841,-0.231036060242562,-0.201143510577473,-0.161654278635411,-0.00926243567753002,-0.184753192300362,-0.240410294031045,0.0255002858776444,-0.153039832285115,1,0.978044596912521,0.967371831522775,0.489831240768394,0.91324566418906,0.969125214408233,-0.172749623618636,-0.0914998240665552,-0.215780445969125,0.100937714489738,-0.0374682558110968,-0.226997159822498,0.0846578997522394,-0.0549318595842512,0.1071932302128,0.0906803887935963,-0.2378883171336,0.00110539355822375,-0.315189632170764,-0.410558414331999,-0.00125786163522013,-0.393558223746903,-0.27874976176863,0.289422527158376,-0.356356012959786,-0.242614827520488
"prev_ch.resp",0.467505241090147,-0.132202421261751,-0.226080658851449,-0.289498761196874,-0.220125786163522,0.0171907756813417,-0.262435677530017,-0.311751715146364,-0.00545073375262054,-0.213569658852678,0.978044596912521,1,0.921326472269868,0.542870535359659,0.925976748618258,0.970649895178197,-0.13890106541622,-0.149943918617831,-0.305431675242996,0.153769917013446,-0.0553029924893104,-0.273557741653833,0.0831332189822756,-0.124425808246354,0.0490603439843081,0.00567943586811511,-0.142672003049362,-0.0515723270440252,-0.261444635029541,-0.380827139317705,0.000343053173241852,-0.390051457975986,-0.272193634457785,0.26906803887936,-0.423213264722699,-0.305507909281494
"prev_diab",0.574690299218601,0.0718574290883508,-0.266448120952897,-0.0695635601295979,-0.0678864112826377,-0.0415094339622641,-0.0882408995616543,-0.131281941688959,0.103792643415285,-0.0469220506956356,0.967371831522775,0.921326472269868,1,0.364902715234724,0.83243758338098,0.909129026110158,-0.186700718553415,0.0312953652215666,-0.0838193253287593,-0.0202790272313221,-0.0209347660149846,-0.167182663392743,0.0719268153230417,0.067931001928616,0.213624061917686,0.158986087287974,-0.316028206594244,0.0395273489613112,-0.344768439108062,-0.434724604535925,-0.0288545835715647,-0.413226605679436,-0.308785972936916,0.268076996378883,-0.268153230417381,-0.167600533638269
"prev_malaria",-0.0929141599494461,-0.537121741082229,0.0341906615110666,-0.52837058432032,-0.4445761304193,0.073072121685088,-0.383294758395148,-0.724024925124657,-0.497386478415208,-0.696035807654147,0.489831240768394,0.542870535359659,0.364902715234724,1,0.672530623864061,0.613996610984204,0.162745973258885,-0.519040218686377,-0.608730839290971,0.618637281715861,-0.230107153688282,-0.441173314789974,0.30423186746486,-0.580778385614951,-0.398282966501629,-0.514175895408126,0.360857992050067,-0.404281529636296,0.204869045079497,0.182203332139058,0.187240157236933,0.104514120780917,0.111993042895944,-0.155416580482174,-0.670699051101197,-0.706338404445255
"prev_nutdef",0.275471698113208,-0.33149719010732,-0.216360448430421,-0.393558223746903,-0.373279969506385,-0.0605679435868115,-0.309853249475891,-0.513459955499136,-0.207928340003812,-0.394549266247379,0.91324566418906,0.925976748618258,0.83243758338098,0.672530623864061,1,0.95746140651801,-0.186662600807692,-0.31174095681333,-0.429616923956547,0.383243119894195,-0.203645137048872,-0.374661810650998,0.210748999428245,-0.303935958685104,-0.111424541931727,-0.0972365161044406,-0.108290451686678,-0.0749761768629693,-0.273947017343244,-0.29811320754717,0.198399085191538,-0.219287211740042,-0.043872689155708,0.306346483704974,-0.580026681913474,-0.450200114351058
"pref_respdtub",0.401410329712216,-0.189383399316142,-0.16257528410073,-0.295216314084239,-0.260072422336573,-0.019706498951782,-0.278597293691633,-0.381682322482278,-0.124604535925291,-0.286373165618449,0.969125214408233,0.970649895178197,0.909129026110158,0.613996610984204,0.95746140651801,1,-0.122053021806459,-0.199312357254852,-0.318620163903183,0.256118014976039,-0.124192533306444,-0.311868048115547,0.144654088050314,-0.191403793874063,-0.0121602562012387,-0.033809796073947,-0.138555364970459,-0.100057175528874,-0.258014103297122,-0.348732609109968,0.0528683056984944,-0.338364779874214,-0.213798360968172,0.259691252144082,-0.473451496093005,-0.364436821040595
"prev_alco",0.124073262329801,0.260483379836077,0.387329178411023,0.21910080241834,0.404429282125712,0.278945663204143,0.0141416836633967,-0.0541839078239515,-0.133831405235002,-0.256151251261525,-0.172749623618636,-0.13890106541622,-0.186700718553415,0.162745973258885,-0.186662600807692,-0.122053021806459,1,0.0771445455452361,0.215746440794678,-0.0740465435551041,0.132940211459952,0.0921871255056887,-0.194019325732316,0.0683516317936611,0.144934718620628,-0.383235815503479,0.466180030197687,-0.400731860790538,0.498275172096824,0.300139129826377,-0.439611961428448,-0.0577483847710135,-0.316987173436138,-0.486954201616962,0.0928167108365795,-0.0133793287489279
"med_1000",0.358840481471787,0.788366259734267,-0.0684612210095917,0.770374534135388,0.621212999648096,-0.0979936123500303,0.469039286258229,0.67701412421432,0.498652525599136,0.479171160748711,-0.0914998240665552,-0.149943918617831,0.0312953652215666,-0.519040218686377,-0.31174095681333,-0.199312357254852,0.0771445455452361,1,0.715920598649862,-0.621138878045595,0.176771666677084,0.299429015099909,-0.257912928632235,0.77944623059331,0.562185857124397,0.33552543438172,-0.2826753863638,0.14673614368262,-0.0893482677075725,-0.160193150727894,-0.292298711169432,-0.259242981654152,-0.343818706165436,0.0595785515405573,0.653603702652418,0.601731634797671
"health_exp",0.435715647036402,0.817649865525749,0.0900358314292908,0.812235563178959,0.686983037926434,0.00827139317705355,0.519191919191919,0.725234542818474,0.364665523156089,0.50356394129979,-0.215780445969125,-0.305431675242996,-0.0838193253287593,-0.608730839290971,-0.429616923956547,-0.318620163903183,0.215746440794678,0.715920598649862,1,-0.651825875292495,0.296569473217762,0.454567255434553,-0.273642081189251,0.773582391771832,0.574924714818441,0.277834953306651,-0.245587955021917,0.154259576901086,-0.0142938822184105,-0.0747474747474747,-0.374957118353345,-0.198856489422527,-0.37137411854393,-0.100438345721365,0.743701162569087,0.694530207737755
"lack_hygien",-0.463063200763347,-0.78954692007173,0.0410742194945298,-0.611115346940893,-0.693336891561122,-0.115842037135315,-0.458527102566867,-0.720533875279408,-0.74445376283406,-0.608675764717576,0.100937714489738,0.153769917013446,-0.0202790272313221,0.618637281715861,0.383243119894195,0.256118014976039,-0.0740465435551041,-0.621138878045595,-0.651825875292495,1,-0.489440571909887,-0.560658138965595,0.282915300960286,-0.775060520109041,-0.607616651859622,-0.373789738778842,0.232446443715417,-0.247083937055319,0.0096820919487891,0.0833269803151692,0.351681024880032,0.191659678419337,0.325684226812811,0.00960585500431045,-0.754936342699875,-0.691430967949156
"immuniz_dtp1",0.333731553291894,0.342509337921779,-0.0696193619255618,0.129818512473177,0.335645151647925,0.48961327537422,-0.0861501979885382,0.294374158507447,0.529301305278313,0.235908405331563,-0.0374682558110968,-0.0553029924893104,-0.0209347660149846,-0.230107153688282,-0.203645137048872,-0.124192533306444,0.132940211459952,0.176771666677084,0.296569473217762,-0.489440571909887,1,0.763625679553607,-0.231775032882535,0.321878781611801,0.243370856787036,0.113055390874341,-0.0225421886340511,0.0551881765879485,0.110261537274535,0.0390374064630426,-0.321637611681775,-0.0522029631525393,-0.165641073698087,-0.086379829791262,0.334956256239754,0.291632389459201
"immuniz_bcg",0.334250739627575,0.453197202194375,0.0317800498446229,0.356060495350047,0.452542882311452,0.340132880400361,0.0713877993788068,0.488327941756665,0.494176216352596,0.400864074093407,-0.226997159822498,-0.273557741653833,-0.167182663392743,-0.441173314789974,-0.374661810650998,-0.311868048115547,0.0921871255056887,0.299429015099909,0.454567255434553,-0.560658138965595,0.763625679553607,1,-0.248004805439589,0.428176621661897,0.320696610344769,0.272793827267757,-0.159467128093375,0.092242662118683,0.021465994248737,-0.00122226301772168,-0.230816731752878,-0.0449181659012717,-0.11340309061299,-0.117986576929446,0.49692630814247,0.371491565948783
"pm25",-0.296893462931199,-0.319412943411826,-0.352595868213776,-0.162569087097389,-0.470935772822565,-0.0703259005145798,0.140689918048409,-0.350530029028929,-0.245740423098914,-0.317629121402706,0.0846578997522394,0.0831332189822756,0.0719268153230417,0.30423186746486,0.210748999428245,0.144654088050314,-0.194019325732316,-0.257912928632235,-0.273642081189251,0.282915300960286,-0.231775032882535,-0.248004805439589,1,-0.172152864595752,-0.380741814852579,-0.150447874976177,-0.0877072612921669,-0.180484086144463,-0.152658662092624,-0.0501238803125596,0.540156279778921,0.196950638460072,0.378616352201258,0.0126929674099485,-0.37053554412045,-0.350790928149419
"hous_fossf",0.4328218832197,0.880442241707968,-0.129005203878264,0.818069192698148,0.714495381115628,0.0370532737792451,0.645115794409634,0.74372225672104,0.686705425781194,0.57920518703894,-0.0549318595842512,-0.124425808246354,0.067931001928616,-0.580778385614951,-0.303935958685104,-0.191403793874063,0.0683516317936611,0.77944623059331,0.773582391771832,-0.775060520109041,0.321878781611801,0.428176621661897,-0.172152864595752,1,0.572958960093418,0.200705232970911,-0.340912991160277,0.190412656921121,-0.00960640431313761,-0.063394644336301,-0.33180215532361,-0.144820357085753,-0.307023731500041,0.0123510912597484,0.700810067034611,0.651253219387472
"epi",0.458925781839227,0.617658832387618,0.00489859713683176,0.487630085662213,0.593794077889329,-0.0332786948704747,0.242099646188299,0.454755202290231,0.493805513576322,0.362787329991189,0.1071932302128,0.0490603439843081,0.213624061917686,-0.398282966501629,-0.111424541931727,-0.0121602562012387,0.144934718620628,0.562185857124397,0.574924714818441,-0.607616651859622,0.243370856787036,0.320696610344769,-0.380741814852579,0.572958960093418,1,0.187511913021609,-0.353867267448587,0.295810621070886,-0.146532993221197,-0.148858308670336,-0.2796096527777,-0.192124423994493,-0.277894256134892,0.153051500463867,0.507833646121952,0.515648230828077
"lat_abs",0.316333142748237,0.230706186123448,-0.105778760464133,0.220354488279017,0.0735277301315037,-0.235677530017153,0.0568324757004002,0.380347768907165,0.238117019249095,0.510882408995616,0.0906803887935963,0.00567943586811511,0.158986087287974,-0.514175895408126,-0.0972365161044406,-0.033809796073947,-0.383235815503479,0.33552543438172,0.277834953306651,-0.373789738778842,0.113055390874341,0.272793827267757,-0.150447874976177,0.200705232970911,0.187511913021609,1,-0.598704021345531,0.444863731656184,-0.668229464455879,-0.684543548694492,0.0179531160663236,-0.483819325328759,-0.246274061368401,0.442348008385744,0.331579950447875,0.422984562607204
"pr_cum",-0.292776824852297,-0.207566950337438,0.281657391376388,-0.300476462740614,-0.0752048789784639,0.326853440060987,-0.179874213836478,-0.252116235389892,-0.255422145988184,-0.401562797789213,-0.2378883171336,-0.142672003049362,-0.316028206594244,0.360857992050067,-0.108290451686678,-0.138555364970459,0.466180030197687,-0.2826753863638,-0.245587955021917,0.232446443715417,-0.0225421886340511,-0.159467128093375,-0.0877072612921669,-0.340912991160277,-0.353867267448587,-0.598704021345531,1,-0.62652944539737,0.780827139317705,0.662969315799504,-0.258547741566609,0.226758147512864,-0.0528683056984944,-0.655117209834191,-0.242233657327997,-0.332952163140842
"ws2m_avg",0.0362492853058891,0.138149242979408,-0.146451170343495,0.112559557842577,0.0640747093577282,-0.070020964360587,0.0876310272536688,0.166132855050478,0.274861825805222,0.314503525824281,0.00110539355822375,-0.0515723270440252,0.0395273489613112,-0.404281529636296,-0.0749761768629693,-0.100057175528874,-0.400731860790538,0.14673614368262,0.154259576901086,-0.247083937055319,0.0551881765879485,0.092242662118683,-0.180484086144463,0.190412656921121,0.295810621070886,0.444863731656184,-0.62652944539737,1,-0.448218029350105,-0.294530207737755,0.102877834953307,0.153954640747094,0.240480274442539,0.659843720221079,0.195044787497618,0.307108824089956
"rh2m_avg",-0.14991423670669,0.0988468507300232,0.302965617358172,-0.0110920526014866,0.256260720411664,0.43030303030303,0.0444063274251953,-0.0187981403580183,-0.0566800076234038,-0.194739851343625,-0.315189632170764,-0.261444635029541,-0.344768439108062,0.204869045079497,-0.273947017343244,-0.258014103297122,0.498275172096824,-0.0893482677075725,-0.0142938822184105,0.0096820919487891,0.110261537274535,0.021465994248737,-0.152658662092624,-0.00960640431313761,-0.146532993221197,-0.668229464455879,0.780827139317705,-0.448218029350105,1,0.853020773775491,-0.52208881265485,0.369620735658471,-0.1115685153421,-0.706803887935963,0.0180293501048218,-0.154335810939584
"tdew_avg",-0.351095864303411,-0.0441437150579895,0.209270412593906,-0.0521821993520107,0.0713169430150562,0.364665523156089,0.151362683438155,-0.0513231174886259,-0.109662664379645,-0.130855727082142,-0.410558414331999,-0.380827139317705,-0.434724604535925,0.182203332139058,-0.29811320754717,-0.348732609109968,0.300139129826377,-0.160193150727894,-0.0747474747474747,0.0833269803151692,0.0390374064630426,-0.00122226301772168,-0.0501238803125596,-0.063394644336301,-0.148858308670336,-0.684543548694492,0.662969315799504,-0.294530207737755,0.853020773775491,1,-0.120869068038879,0.728987993138936,0.337145035258243,-0.576977320373547,-0.0535544120449781,-0.234381551362683
"tmax_avg",-0.40461215932914,-0.539635950225302,-0.332354959454694,-0.283857442348008,-0.615932914046122,-0.363903182771107,0.023746902992186,-0.328834000907808,-0.261597103106537,-0.123994663617305,-0.00125786163522013,0.000343053173241852,-0.0288545835715647,0.187240157236933,0.198399085191538,0.0528683056984944,-0.439611961428448,-0.292298711169432,-0.374957118353345,0.351681024880032,-0.321637611681775,-0.230816731752878,0.540156279778921,-0.33180215532361,-0.2796096527777,0.0179531160663236,-0.258547741566609,0.102877834953307,-0.52208881265485,-0.120869068038879,1,0.394244330093387,0.799199542595769,0.364436821040595,-0.410482180293501,-0.352544311034877
"tmin_avg",-0.524833238040785,-0.280186792466514,-0.0502401464114332,-0.118810748999428,-0.220506956356013,0.168972746331237,0.1410710882409,-0.166552286174085,-0.126052982656756,-0.0920526014865637,-0.393558223746903,-0.390051457975986,-0.413226605679436,0.104514120780917,-0.219287211740042,-0.338364779874214,-0.0577483847710135,-0.259242981654152,-0.198856489422527,0.191659678419337,-0.0522029631525393,-0.0449181659012717,0.196950638460072,-0.144820357085753,-0.192124423994493,-0.483819325328759,0.226758147512864,0.153954640747094,0.369620735658471,0.728987993138936,0.394244330093387,1,0.825042881646655,-0.137488088431485,-0.195502191728607,-0.320297312750143
"tmoy_avg",-0.596569468267581,-0.497017061248763,-0.222688114822149,-0.272803506765771,-0.493119878025538,-0.0791690489803697,0.0489803697350867,-0.319759036597041,-0.194434915189632,-0.113321898227559,-0.27874976176863,-0.272193634457785,-0.308785972936916,0.111993042895944,-0.043872689155708,-0.213798360968172,-0.316987173436138,-0.343818706165436,-0.37137411854393,0.325684226812811,-0.165641073698087,-0.11340309061299,0.378616352201258,-0.307023731500041,-0.277894256134892,-0.246274061368401,-0.0528683056984944,0.240480274442539,-0.1115685153421,0.337145035258243,0.799199542595769,0.825042881646655,1,0.193520106727654,-0.352544311034877,-0.369239565465981
"insol_avg",0.0122355631789594,-0.101172210504235,-0.348288480850732,-0.0496664760815704,-0.202896893462931,-0.317552887364208,-0.0942633886030112,-0.0234881429219863,0.196417000190585,0.118353344768439,0.289422527158376,0.26906803887936,0.268076996378883,-0.155416580482174,0.306346483704974,0.259691252144082,-0.486954201616962,0.0595785515405573,-0.100438345721365,0.00960585500431045,-0.086379829791262,-0.117986576929446,0.0126929674099485,0.0123510912597484,0.153051500463867,0.442348008385744,-0.655117209834191,0.659843720221079,-0.706803887935963,-0.576977320373547,0.364436821040595,-0.137488088431485,0.193520106727654,1,-0.0818372403278064,0.111034877072613
"conf_pm",0.34400609872308,0.740912992976757,0.212662956623206,0.69430150562226,0.690642271774347,0.0191728606822946,0.485725176291214,0.737550565811658,0.513550600343053,0.537411854392986,-0.356356012959786,-0.423213264722699,-0.268153230417381,-0.670699051101197,-0.580026681913474,-0.473451496093005,0.0928167108365795,0.653603702652418,0.743701162569087,-0.754936342699875,0.334956256239754,0.49692630814247,-0.37053554412045,0.700810067034611,0.507833646121952,0.331579950447875,-0.242233657327997,0.195044787497618,0.0180293501048218,-0.0535544120449781,-0.410482180293501,-0.195502191728607,-0.352544311034877,-0.0818372403278064,1,0.905622260339241
"deaths_pm",0.348732609109968,0.660020969355812,0.162079743961619,0.550676577091671,0.59199542595769,-0.059576901086335,0.420316371259767,0.626248797647246,0.451953497236516,0.487859729369163,-0.242614827520488,-0.305507909281494,-0.167600533638269,-0.706338404445255,-0.450200114351058,-0.364436821040595,-0.0133793287489279,0.601731634797671,0.694530207737755,-0.691430967949156,0.291632389459201,0.371491565948783,-0.350790928149419,0.651253219387472,0.515648230828077,0.422984562607204,-0.332952163140842,0.307108824089956,-0.154335810939584,-0.234381551362683,-0.352544311034877,-0.320297312750143,-0.369239565465981,0.111034877072613,0.905622260339241,1
